pop,ISO3
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
977k,BOL
3.26M,BRA
81.7k,BRB
2260,BRN
392k,BTN
117k,BWA
479k,CAF
623k,CAN
1.85M,CHE
771k,CHL
344M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
57.3k,CRI
531k,CUB
185k,CYP
5.52M,CZE
20.8M,DEU
22.8k,DJI
19.9k,DMA
1.07M,DNK
119k,DOM
2.58M,DZA
500k,ECU
3.8M,EGY
205k,ERI
11.8M,ESP
334k,EST
12M,ETH
949k,FIN
133k,FJI
30M,FRA
16.4k,
158k,GAB
11.8M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.28M,GRC
29.4k,GRD
520k,GTM
166k,GUY
20k,
132k,HND
905,
1.23M,HRV
590k,HTI
3.63M,HUN
16.5M,IDN
204M,IND
6.01M,IRL
6.25M,IRN
1.04M,IRQ
61.4k,ISL
210k,ISR
19.5M,ITA
342k,JAM
207k,JOR
29.3M,JPN
2.04M,KAZ
2.7M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
314k,LBN
314k,LBR
231k,LBY
24k,
5800,LIE
1.48M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.58M,MAR
7790,MCO
713k,MDA
1.58M,MDG
42.4k,MDV
5.72M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.71M,MMR
127k,MNE
608k,MNG
2.04M,MOZ
383k,MRT
75.9k,MUS
894k,MWI
287k,MYS
203k,NAM
853k,NER
12.1M,NGA
186k,NIC
2.04M,NLD
886k,NOR
3.95M,NPL
1830,NRU
146k,NZL
308k,OMN
13.4M,PAK
80.7k,PAN
1.29M,PER
1.98M,PHL
3880,PLW
755k,PNG
9.62M,POL
4.34M,
2.98M,PRT
215k,PRY
166k,
14.1k,QAT
5.88M,ROU
31.3M,RUS
928k,RWA
2.04M,SAU
4.04M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
172k,SLV
5490,SMR
993k,SOM
2.15M,SRB
1.04M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.41M,SWE
82k,SWZ
12.5k,SYC
1.29M,SYR
1.49M,TCD
446k,TGO
3.66M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
32.8k,TTO
833k,TUN
9.9M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.31M,UGA
11.2M,UKR
55k,URY
7.11M,USA
1.92M,UZB
25.8k,VCT
820k,VEN
4.99M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.5M,ZAF
856k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
418k,ALB
2650,AND
40.2k,ARE
420k,ARG
413k,ARM
37k,ATG
259k,AUS
3.18M,AUT
880k,AZE
899k,BDI
3.34M,BEL
637k,BEN
1.67M,BFA
19.6M,BGD
2.22M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
988k,BOL
3.36M,BRA
81.7k,BRB
2260,BRN
392k,BTN
116k,BWA
479k,CAF
639k,CAN
1.86M,CHE
771k,CHL
347M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
57.8k,CRI
550k,CUB
185k,CYP
5.52M,CZE
21.2M,DEU
22.8k,DJI
19.9k,DMA
1.07M,DNK
116k,DOM
2.59M,DZA
500k,ECU
3.83M,EGY
205k,ERI
11.8M,ESP
334k,EST
12M,ETH
967k,FIN
133k,FJI
30.1M,FRA
16.4k,
158k,GAB
12.3M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.28M,GRC
29.4k,GRD
529k,GTM
166k,GUY
20k,
132k,HND
905,
1.23M,HRV
601k,HTI
3.67M,HUN
16.5M,IDN
205M,IND
6.11M,IRL
6.27M,IRN
1.05M,IRQ
61.4k,ISL
210k,ISR
19.6M,ITA
347k,JAM
208k,JOR
29.5M,JPN
2.04M,KAZ
2.71M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
316k,LBN
314k,LBR
231k,LBY
24k,
5800,LIE
1.46M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.59M,MAR
7790,MCO
713k,MDA
1.59M,MDG
42.4k,MDV
5.8M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.59M,MMR
127k,MNE
609k,MNG
2.05M,MOZ
383k,MRT
77.3k,MUS
914k,MWI
287k,MYS
200k,NAM
853k,NER
12.1M,NGA
186k,NIC
2.06M,NLD
891k,NOR
3.94M,NPL
1830,NRU
142k,NZL
309k,OMN
13.4M,PAK
81.3k,PAN
1.29M,PER
1.98M,PHL
3880,PLW
755k,PNG
9.69M,POL
4.34M,
3.01M,PRT
207k,PRY
166k,
14.1k,QAT
5.93M,ROU
31.3M,RUS
928k,RWA
2.05M,SAU
4.05M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
173k,SLV
5490,SMR
993k,SOM
2.15M,SRB
1.04M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.41M,SWE
81.6k,SWZ
12.5k,SYC
1.29M,SYR
1.5M,TCD
446k,TGO
3.74M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
34.7k,TTO
837k,TUN
9.91M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.29M,UGA
11.2M,UKR
55k,URY
7.3M,USA
1.92M,UZB
25.8k,VCT
808k,VEN
5.12M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.5M,ZAF
869k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
420k,ALB
2650,AND
40.2k,ARE
422k,ARG
413k,ARM
37k,ATG
265k,AUS
3.2M,AUT
880k,AZE
899k,BDI
3.35M,BEL
637k,BEN
1.67M,BFA
19.6M,BGD
2.22M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
999k,BOL
3.46M,BRA
81.7k,BRB
2260,BRN
392k,BTN
116k,BWA
479k,CAF
655k,CAN
1.88M,CHE
771k,CHL
349M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
58.3k,CRI
568k,CUB
185k,CYP
5.52M,CZE
21.5M,DEU
22.8k,DJI
19.9k,DMA
1.08M,DNK
113k,DOM
2.6M,DZA
500k,ECU
3.87M,EGY
205k,ERI
11.9M,ESP
334k,EST
12M,ETH
986k,FIN
133k,FJI
30.2M,FRA
16.4k,
158k,GAB
12.8M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.28M,GRC
29.4k,GRD
536k,GTM
166k,GUY
20k,
133k,HND
905,
1.23M,HRV
613k,HTI
3.72M,HUN
16.6M,IDN
205M,IND
6.2M,IRL
6.3M,IRN
1.05M,IRQ
61.4k,ISL
210k,ISR
19.6M,ITA
352k,JAM
209k,JOR
29.6M,JPN
2.04M,KAZ
2.73M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
317k,LBN
314k,LBR
232k,LBY
24k,
5800,LIE
1.43M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.6M,MAR
7790,MCO
713k,MDA
1.6M,MDG
42.4k,MDV
5.87M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.47M,MMR
127k,MNE
610k,MNG
2.05M,MOZ
383k,MRT
78.7k,MUS
934k,MWI
287k,MYS
198k,NAM
853k,NER
12.1M,NGA
186k,NIC
2.08M,NLD
895k,NOR
3.93M,NPL
1830,NRU
137k,NZL
310k,OMN
13.4M,PAK
81.9k,PAN
1.3M,PER
1.97M,PHL
3880,PLW
755k,PNG
9.76M,POL
4.34M,
3.04M,PRT
200k,PRY
166k,
14.1k,QAT
5.97M,ROU
31.3M,RUS
928k,RWA
2.05M,SAU
4.05M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
175k,SLV
5490,SMR
994k,SOM
2.15M,SRB
1.04M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.42M,SWE
81.2k,SWZ
12.5k,SYC
1.3M,SYR
1.5M,TCD
446k,TGO
3.83M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
36.7k,TTO
840k,TUN
9.93M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.27M,UGA
11.2M,UKR
55k,URY
7.5M,USA
1.92M,UZB
25.8k,VCT
795k,VEN
5.25M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.51M,ZAF
883k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
422k,ALB
2650,AND
40.2k,ARE
429k,ARG
413k,ARM
37k,ATG
272k,AUS
3.22M,AUT
880k,AZE
899k,BDI
3.36M,BEL
637k,BEN
1.67M,BFA
19.7M,BGD
2.21M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.01M,BOL
3.56M,BRA
81.7k,BRB
2260,BRN
392k,BTN
116k,BWA
479k,CAF
671k,CAN
1.89M,CHE
771k,CHL
353M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
58.8k,CRI
578k,CUB
185k,CYP
5.52M,CZE
21.9M,DEU
22.8k,DJI
19.9k,DMA
1.09M,DNK
110k,DOM
2.61M,DZA
500k,ECU
3.9M,EGY
205k,ERI
11.9M,ESP
334k,EST
12.1M,ETH
1M,FIN
133k,FJI
30.3M,FRA
16.4k,
158k,GAB
13.5M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.29M,GRC
29.4k,GRD
543k,GTM
166k,GUY
20k,
133k,HND
905,
1.23M,HRV
624k,HTI
3.76M,HUN
16.6M,IDN
206M,IND
6.29M,IRL
6.33M,IRN
1.05M,IRQ
61.4k,ISL
210k,ISR
19.7M,ITA
357k,JAM
210k,JOR
29.8M,JPN
2.04M,KAZ
2.74M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
319k,LBN
314k,LBR
232k,LBY
24k,
5800,LIE
1.41M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.61M,MAR
7790,MCO
713k,MDA
1.61M,MDG
42.4k,MDV
5.95M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.35M,MMR
127k,MNE
611k,MNG
2.06M,MOZ
383k,MRT
79.9k,MUS
954k,MWI
287k,MYS
195k,NAM
853k,NER
12.1M,NGA
186k,NIC
2.1M,NLD
901k,NOR
3.93M,NPL
1830,NRU
132k,NZL
311k,OMN
13.4M,PAK
82.5k,PAN
1.3M,PER
1.98M,PHL
3880,PLW
755k,PNG
9.83M,POL
4.34M,
3.07M,PRT
193k,PRY
166k,
14.1k,QAT
6.02M,ROU
31.3M,RUS
928k,RWA
2.05M,SAU
4.06M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
179k,SLV
5490,SMR
995k,SOM
2.15M,SRB
1.04M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.43M,SWE
80.8k,SWZ
12.5k,SYC
1.3M,SYR
1.51M,TCD
446k,TGO
3.91M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
38.8k,TTO
844k,TUN
9.94M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.25M,UGA
11.2M,UKR
55k,URY
7.73M,USA
1.92M,UZB
25.8k,VCT
785k,VEN
5.38M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.51M,ZAF
896k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
424k,ALB
2650,AND
40.2k,ARE
441k,ARG
413k,ARM
37k,ATG
279k,AUS
3.24M,AUT
880k,AZE
899k,BDI
3.37M,BEL
637k,BEN
1.67M,BFA
19.7M,BGD
2.21M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.02M,BOL
3.67M,BRA
81.7k,BRB
2270,BRN
392k,BTN
115k,BWA
479k,CAF
688k,CAN
1.9M,CHE
771k,CHL
356M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
59.3k,CRI
582k,CUB
185k,CYP
5.52M,CZE
22.2M,DEU
22.8k,DJI
19.9k,DMA
1.1M,DNK
107k,DOM
2.62M,DZA
500k,ECU
3.94M,EGY
205k,ERI
12M,ESP
334k,EST
12.1M,ETH
1.02M,FIN
134k,FJI
30.4M,FRA
16.4k,
158k,GAB
14.3M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.29M,GRC
29.4k,GRD
550k,GTM
166k,GUY
20.1k,
133k,HND
905,
1.23M,HRV
636k,HTI
3.81M,HUN
16.7M,IDN
206M,IND
6.39M,IRL
6.36M,IRN
1.06M,IRQ
61.4k,ISL
210k,ISR
19.8M,ITA
362k,JAM
211k,JOR
29.9M,JPN
2.04M,KAZ
2.76M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
320k,LBN
314k,LBR
232k,LBY
24k,
5800,LIE
1.38M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.62M,MAR
7790,MCO
713k,MDA
1.62M,MDG
42.4k,MDV
6.02M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.23M,MMR
127k,MNE
612k,MNG
2.06M,MOZ
383k,MRT
80.9k,MUS
975k,MWI
287k,MYS
193k,NAM
854k,NER
12.1M,NGA
186k,NIC
2.13M,NLD
910k,NOR
3.92M,NPL
1830,NRU
128k,NZL
312k,OMN
13.5M,PAK
83.1k,PAN
1.3M,PER
2M,PHL
3880,PLW
755k,PNG
9.9M,POL
4.34M,
3.09M,PRT
186k,PRY
166k,
14.1k,QAT
6.06M,ROU
31.4M,RUS
928k,RWA
2.06M,SAU
4.07M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
187k,SLV
5490,SMR
996k,SOM
2.15M,SRB
1.05M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.45M,SWE
80.3k,SWZ
12.5k,SYC
1.31M,SYR
1.52M,TCD
446k,TGO
4M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
41k,TTO
848k,TUN
9.96M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.23M,UGA
11.2M,UKR
55k,URY
7.98M,USA
1.92M,UZB
25.8k,VCT
776k,VEN
5.52M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.52M,ZAF
910k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
426k,ALB
2650,AND
40.2k,ARE
453k,ARG
413k,ARM
37k,ATG
287k,AUS
3.25M,AUT
880k,AZE
899k,BDI
3.38M,BEL
637k,BEN
1.67M,BFA
19.8M,BGD
2.21M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.03M,BOL
3.78M,BRA
81.7k,BRB
2280,BRN
392k,BTN
115k,BWA
479k,CAF
705k,CAN
1.91M,CHE
771k,CHL
359M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
59.8k,CRI
585k,CUB
185k,CYP
5.52M,CZE
22.6M,DEU
22.8k,DJI
19.9k,DMA
1.11M,DNK
104k,DOM
2.63M,DZA
500k,ECU
3.97M,EGY
205k,ERI
12M,ESP
334k,EST
12.1M,ETH
1.04M,FIN
134k,FJI
30.6M,FRA
16.4k,
158k,GAB
15.1M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.29M,GRC
29.4k,GRD
557k,GTM
166k,GUY
20.2k,
133k,HND
905,
1.23M,HRV
647k,HTI
3.85M,HUN
16.8M,IDN
207M,IND
6.49M,IRL
6.39M,IRN
1.06M,IRQ
61.4k,ISL
210k,ISR
19.8M,ITA
368k,JAM
212k,JOR
30.1M,JPN
2.04M,KAZ
2.77M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
322k,LBN
314k,LBR
233k,LBY
24k,
5800,LIE
1.35M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.63M,MAR
7790,MCO
713k,MDA
1.63M,MDG
42.4k,MDV
6.1M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.12M,MMR
127k,MNE
613k,MNG
2.07M,MOZ
383k,MRT
81.9k,MUS
996k,MWI
287k,MYS
190k,NAM
855k,NER
12.1M,NGA
186k,NIC
2.16M,NLD
918k,NOR
3.92M,NPL
1830,NRU
123k,NZL
312k,OMN
13.5M,PAK
83.7k,PAN
1.3M,PER
2.03M,PHL
3880,PLW
755k,PNG
9.98M,POL
4.34M,
3.12M,PRT
179k,PRY
166k,
14.1k,QAT
6.11M,ROU
31.4M,RUS
928k,RWA
2.06M,SAU
4.08M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
195k,SLV
5490,SMR
998k,SOM
2.15M,SRB
1.05M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.47M,SWE
79.9k,SWZ
12.5k,SYC
1.31M,SYR
1.52M,TCD
446k,TGO
4.09M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
43.3k,TTO
852k,TUN
9.98M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.21M,UGA
11.2M,UKR
55k,URY
8.24M,USA
1.92M,UZB
25.8k,VCT
767k,VEN
5.65M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.53M,ZAF
924k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
427k,ALB
2650,AND
40.2k,ARE
466k,ARG
413k,ARM
37k,ATG
294k,AUS
3.27M,AUT
880k,AZE
899k,BDI
3.39M,BEL
637k,BEN
1.67M,BFA
19.8M,BGD
2.2M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.04M,BOL
3.89M,BRA
81.7k,BRB
2290,BRN
392k,BTN
114k,BWA
479k,CAF
722k,CAN
1.92M,CHE
771k,CHL
363M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
60.3k,CRI
588k,CUB
185k,CYP
5.52M,CZE
23M,DEU
22.8k,DJI
19.9k,DMA
1.11M,DNK
101k,DOM
2.64M,DZA
500k,ECU
4.01M,EGY
205k,ERI
12M,ESP
334k,EST
12.2M,ETH
1.06M,FIN
134k,FJI
30.7M,FRA
16.4k,
158k,GAB
16M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.3M,GRC
29.4k,GRD
564k,GTM
166k,GUY
20.2k,
134k,HND
905,
1.23M,HRV
660k,HTI
3.9M,HUN
16.8M,IDN
207M,IND
6.59M,IRL
6.42M,IRN
1.07M,IRQ
61.4k,ISL
210k,ISR
19.9M,ITA
373k,JAM
213k,JOR
30.2M,JPN
2.04M,KAZ
2.79M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
324k,LBN
314k,LBR
233k,LBY
24k,
5800,LIE
1.33M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.64M,MAR
7790,MCO
713k,MDA
1.64M,MDG
42.4k,MDV
6.18M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
4.01M,MMR
127k,MNE
614k,MNG
2.07M,MOZ
383k,MRT
82.9k,MUS
1.02M,MWI
287k,MYS
188k,NAM
856k,NER
12.1M,NGA
186k,NIC
2.19M,NLD
927k,NOR
3.91M,NPL
1830,NRU
119k,NZL
313k,OMN
13.5M,PAK
84.3k,PAN
1.31M,PER
2.05M,PHL
3880,PLW
755k,PNG
10.1M,POL
4.34M,
3.15M,PRT
172k,PRY
166k,
14.1k,QAT
6.15M,ROU
31.5M,RUS
928k,RWA
2.07M,SAU
4.08M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
203k,SLV
5490,SMR
1000k,SOM
2.15M,SRB
1.05M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.48M,SWE
79.5k,SWZ
12.5k,SYC
1.31M,SYR
1.53M,TCD
446k,TGO
4.18M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
45.7k,TTO
856k,TUN
10M,TUR
2500,TUV
2M,TWN
3.01M,TZA
2.19M,UGA
11.2M,UKR
55k,URY
8.51M,USA
1.92M,UZB
25.8k,VCT
759k,VEN
5.79M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.54M,ZAF
938k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
429k,ALB
2650,AND
40.2k,ARE
479k,ARG
413k,ARM
37k,ATG
302k,AUS
3.29M,AUT
880k,AZE
899k,BDI
3.4M,BEL
637k,BEN
1.67M,BFA
19.9M,BGD
2.2M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.05M,BOL
4.01M,BRA
81.7k,BRB
2310,BRN
392k,BTN
114k,BWA
479k,CAF
740k,CAN
1.94M,CHE
771k,CHL
367M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
60.9k,CRI
592k,CUB
185k,CYP
5.52M,CZE
23.3M,DEU
22.8k,DJI
19.9k,DMA
1.12M,DNK
98.9k,DOM
2.65M,DZA
500k,ECU
4.05M,EGY
205k,ERI
12.1M,ESP
334k,EST
12.2M,ETH
1.08M,FIN
134k,FJI
30.8M,FRA
16.4k,
158k,GAB
16.9M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.3M,GRC
29.4k,GRD
571k,GTM
166k,GUY
20.3k,
134k,HND
905,
1.23M,HRV
672k,HTI
3.95M,HUN
16.9M,IDN
208M,IND
6.69M,IRL
6.44M,IRN
1.07M,IRQ
61.4k,ISL
210k,ISR
19.9M,ITA
378k,JAM
213k,JOR
30.4M,JPN
2.04M,KAZ
2.8M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
325k,LBN
314k,LBR
233k,LBY
24k,
5800,LIE
1.31M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.65M,MAR
7790,MCO
713k,MDA
1.64M,MDG
42.4k,MDV
6.26M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
3.91M,MMR
127k,MNE
615k,MNG
2.08M,MOZ
383k,MRT
83.9k,MUS
1.04M,MWI
287k,MYS
185k,NAM
857k,NER
12.1M,NGA
186k,NIC
2.21M,NLD
935k,NOR
3.9M,NPL
1830,NRU
115k,NZL
314k,OMN
13.6M,PAK
84.9k,PAN
1.31M,PER
2.08M,PHL
3880,PLW
755k,PNG
10.1M,POL
4.34M,
3.18M,PRT
166k,PRY
166k,
14.1k,QAT
6.2M,ROU
31.6M,RUS
928k,RWA
2.07M,SAU
4.09M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
211k,SLV
5490,SMR
1M,SOM
2.15M,SRB
1.05M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.5M,SWE
79.1k,SWZ
12.5k,SYC
1.32M,SYR
1.54M,TCD
446k,TGO
4.27M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
48.3k,TTO
859k,TUN
10M,TUR
2500,TUV
2.01M,TWN
3.02M,TZA
2.18M,UGA
11.2M,UKR
55k,URY
8.79M,USA
1.92M,UZB
25.8k,VCT
751k,VEN
5.94M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.55M,ZAF
952k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
431k,ALB
2650,AND
40.2k,ARE
492k,ARG
413k,ARM
37k,ATG
309k,AUS
3.31M,AUT
880k,AZE
899k,BDI
3.41M,BEL
637k,BEN
1.67M,BFA
19.9M,BGD
2.2M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.07M,BOL
4.13M,BRA
81.7k,BRB
2320,BRN
392k,BTN
113k,BWA
479k,CAF
759k,CAN
1.95M,CHE
771k,CHL
370M,CHN
1.09M,
1.86M,CMR
5.16M,
314k,
1.21M,COL
56.3k,COM
55.7k,CPV
61.4k,CRI
595k,CUB
185k,CYP
5.52M,CZE
23.7M,DEU
22.8k,DJI
19.9k,DMA
1.13M,DNK
96.3k,DOM
2.66M,DZA
500k,ECU
4.08M,EGY
205k,ERI
12.1M,ESP
334k,EST
12.3M,ETH
1.1M,FIN
134k,FJI
30.9M,FRA
16.4k,
158k,GAB
17.9M,GBR
1.07M,GEO
2.02M,GHA
984k,GIN
103k,GMB
218k,GNB
80.4k,GNQ
2.3M,GRC
29.4k,GRD
578k,GTM
166k,GUY
20.5k,
134k,HND
905,
1.23M,HRV
684k,HTI
4M,HUN
17M,IDN
208M,IND
6.79M,IRL
6.47M,IRN
1.08M,IRQ
61.4k,ISL
210k,ISR
20M,ITA
384k,JAM
214k,JOR
30.5M,JPN
2.04M,KAZ
2.82M,KEN
530k,
2.09M,KHM
17.9k,KIR
17.2k,
9.39M,KOR
81.3k,KWT
470k,
327k,LBN
314k,LBR
234k,LBY
24k,
5800,LIE
1.28M,LKA
276k,LSO
779k,LTU
127k,LUX
591k,LVA
2.66M,MAR
7790,MCO
713k,MDA
1.65M,MDG
42.4k,MDV
6.34M,MEX
5830,MHL
392k,MKD
1.4M,MLI
134k,MLT
3.8M,MMR
127k,MNE
616k,MNG
2.08M,MOZ
383k,MRT
84.9k,MUS
1.06M,MWI
287k,MYS
183k,NAM
859k,NER
12.1M,NGA
186k,NIC
2.24M,NLD
944k,NOR
3.9M,NPL
1830,NRU
111k,NZL
315k,OMN
13.6M,PAK
85.5k,PAN
1.31M,PER
2.1M,PHL
3880,PLW
755k,PNG
10.2M,POL
4.34M,
3.21M,PRT
160k,PRY
166k,
14.1k,QAT
6.25M,ROU
31.7M,RUS
928k,RWA
2.08M,SAU
4.1M,SDN
1.01M,SEN
30k,SGP
57k,SLB
794k,SLE
220k,SLV
5490,SMR
1M,SOM
2.15M,SRB
1.06M,SSD
22.7k,STP
80.7k,SUR
2.14M,
470k,SVN
2.52M,SWE
78.7k,SWZ
12.5k,SYC
1.32M,SYR
1.54M,TCD
446k,TGO
4.37M,THA
467k,TJK
367k,TKM
137k,TLS
18.6k,TON
51k,TTO
863k,TUN
10M,TUR
2500,TUV
2.01M,TWN
3.02M,TZA
2.16M,UGA
11.2M,UKR
55k,URY
9.07M,USA
1.92M,UZB
25.8k,VCT
742k,VEN
6.09M,VNM
27.8k,VUT
47.2k,WSM
2.59M,YEM
1.55M,ZAF
967k,ZMB
1.09M,ZWE
3.28M,AFG
1.57M,AGO
433k,ALB
2650,AND
40.2k,ARE
506k,ARG
413k,ARM
37k,ATG
318k,AUS
3.33M,AUT
880k,AZE
899k,BDI
3.42M,BEL
637k,BEN
1.67M,BFA
20M,BGD
2.19M,BGR
64.5k,BHR
27.4k,BHS
852k,BIH
2.36M,BLR
25.5k,BLZ
1.08M,BOL
4.25M,BRA
81.7k,BRB
